uid,latitude,longitude,date,split
aqov,36.03,-78.69201289,2020-12-09,test
aqox,38.37611,-97.07583,2016-06-20,train
aqpf,35.68093099,-79.21013803,2017-02-14,test
aqqb,37.4125,-120.759,2021-01-29,train
aqqd,36.432,-79.07404653,2014-09-18,train
aqqh,39.93591,-77.44946,2020-10-07,train
aqqs,37.4271,-120.674,2013-12-10,test
aqqv,35.63073569,-79.30337036,2015-08-06,train
aqrc,35.68843633,-79.19619768,2020-08-13,train
aqri,41.33692,-75.88528,2018-05-10,train
aqrr,42.733333,-87.416667,2017-03-26,train
aqsg,42.60619,-83.53376,2017-06-08,train
aqta,35.89250603,-79.01787748,2021-07-12,train
aqte,40.40194,-76.05892,2021-09-29,train
aqtk,47.91117,-90.48658,2017-08-15,train
aqtr,35.79,-79.03222545,2020-03-11,train
aqut,42.027378,-78.967089,2019-08-20,train
aqve,35.6999871,-79.17474337,2013-09-18,train
aqvn,47.165333,-89.656667,2013-04-17,train
aqwz,38.81808029,-95.64281938,2019-07-08,test
aqxo,35.69083165,-79.19174863,2019-01-15,train
aqyb,34.965,-79.0834884,2016-08-16,train
aqyz,41.3728,-72.3188,2019-07-02,train
aqzg,35.62591843,-79.31231789,2016-05-24,train
arcd,35.794,-79.0185817,2016-05-24,train
arck,43.6314,-76.2897,2018-08-15,train
ardi,40.38382,-76.0402,2019-07-22,train
argk,37.4271,-120.674,2014-06-10,train
argt,37.4542,-120.608,2018-05-08,train
arjl,38.785,-121.653,2017-03-21,train
arka,35.88011442,-78.9187013,2015-09-09,train
arkx,43.6916,-109.99787,2020-09-22,train
arlq,36.3247,-119.079,2013-06-19,train
armb,35.69163009,-79.19026561,2018-07-11,train
armw,34.16522,-79.12095929,2019-07-30,train
arnp,35.66450973,-79.24063875,2018-06-13,train
aroo,35.88231944,-78.93634919,2016-09-20,test
aros,36.54,-79.06504956,2019-06-19,train
arpl,38.2996,-121.383,2018-01-23,train
arqh,36.16,-79.10009819,2020-08-24,test
arqj,35.87,-79.08660274,2017-09-19,test
arqn,36.17,-79.05185071,2018-05-17,train
arro,35.75,-78.82,2020-09-24,train
artb,41.69747,-80.106079,2016-06-15,test
artv,35.63864025,-79.28868849,2015-05-06,test
arur,36.15,-79.10607969,2020-06-18,train
arus,35.88784753,-78.98059321,2019-05-16,train
arwu,38.1526,-121.501,2017-07-18,train
arwv,37.8717,-121.526,2018-07-17,train
arxu,39.79722,-76.04278,2019-08-07,train
aryw,35.66070383,-79.24770779,2020-06-10,train
asat,36.6096,-121.561,2021-12-28,train
asau,35.976,-78.75191629,2015-12-01,test
asbi,35.86163571,-78.770807,2014-01-15,train
ascv,35.794,-79.004,2013-02-12,train
ascy,35.63789504,-79.29007264,2015-06-22,test
ascz,41.3225,-80.344141,2020-07-29,test
asdo,44.877646,-93.557842,2013-09-23,train
asdr,36.4432,-120.302,2019-01-17,train
aseg,36.04,-79.08808575,2018-05-03,train
aseq,37.5368,-121.049,2019-08-13,train
asge,35.34306,-103.44917,2015-07-28,train
asgj,38.36472,-97.10194,2017-07-31,train
asgp,41.841242,-78.994719,2019-09-25,train
asgu,37.2639,-120.906,2020-05-21,train
asgy,41.035813,-80.536034,2019-11-06,train
asgz,37.4271,-120.674,2014-09-09,train
ashi,35.794,-79.01685151,2015-11-12,train
ashp,38.0601,-121.499,2013-07-16,train
asif,36.13,-79.11112195,2020-06-23,train
asin,37.3992,-121.032,2017-04-11,test
asjf,39.6242,-122.197,2014-02-11,train
askb,42.027378,-78.967089,2016-08-30,train
asmb,37.61429993,-97.62981051,2016-08-22,test
asoc,37.2486,-120.851,2020-07-14,train
asoh,41.9219,-124.146,2017-06-08,train
asos,37.9286,-121.561,2016-05-17,train
aspl,36.03,-78.70618091,2021-12-14,train
asqy,40.997554,-81.076051,2015-07-21,test
asrm,35.794,-79.01690095,2015-11-12,train
assf,35.64556007,-79.27583568,2019-04-10,train
assg,35.794,-79.01897717,2016-06-07,train
assj,38.8121,-121.774,2020-01-23,train
assl,37.4419,-121.003,2019-06-11,train
astc,35.837,-79.001,2016-02-17,train
astm,40.57079,-78.8355,2019-08-27,train
asur,47.66784,-90.9889,2017-08-15,test
asvb,41.95,-82.686667,2014-04-23,train
asvj,35.70142429,-79.17207394,2013-04-23,train
asxp,34.965,-79.08309293,2016-07-25,train
asxw,38.0739,-121.212,2016-03-07,train
asyc,36.02,-76.31,2020-10-15,train
aszq,35.65833512,-79.25210741,2021-10-12,train
atab,39.21155,-97.00559,2016-07-11,train
ataj,41.55087787,-86.36162603,2020-07-07,train
atbg,36.14,-76.75,2019-07-29,train
atbu,35.66568,-79.04814317,2015-07-25,test
atdm,34.446,-119.876,2013-03-27,train
atdz,35.69383911,-79.1861626,2016-12-13,train
atgo,39.823939,-79.921811,2013-08-17,train
atia,37.5368,-121.049,2019-02-06,test
atio,38.41491853,-95.87225908,2019-08-05,train
atle,37.4806,-121.031,2018-02-13,train
atlt,43.771667,-77.438333,2015-08-14,test
atma,37.1366,-120.762,2021-03-09,test
atmh,40.98745,-90.39981,2017-07-11,test
atnl,35.8756112,-78.88265983,2021-04-28,train
atnn,43.731667,-77.016667,2019-08-13,train
atnq,37.6003,-121.224,2013-08-13,train
atnr,35.62476,-78.70593235,2016-05-11,test
atns,42.516667,-79.893333,2019-04-22,train
atog,36.17,-79.07216804,2018-08-16,train
atqn,35.64729002,-79.27262247,2018-03-22,train
atsh,37.9674,-121.464,2017-05-16,test
attw,41.632492,-80.440413,2016-07-21,train
atue,37.2141,-120.561,2016-09-13,train
atun,36.3264,-119.354,2016-07-18,train
atvb,35.69330681,-79.18715127,2017-04-18,train
atvc,35.65436,-79.01315481,2016-08-31,train
atve,35.87660502,-78.89061381,2021-10-12,train
atxa,36.16,-79.09999932,2020-07-21,train
auau,43.731667,-77.016667,2018-08-15,train
aubm,36.49,-78.88315696,2017-06-13,train
aucl,35.86626315,-78.80784271,2015-12-07,train
auco,41.890646,-78.925275,2013-08-20,train
audd,37.4788,-121.068,2017-03-14,train
audj,36.039,-79.08714651,2013-07-25,train
aufi,35.66107643,-79.24701572,2020-03-11,train
aufq,35.79,-79.02807301,2018-12-06,train
aufv,35.70453821,-79.16629017,2019-09-29,train
augy,35.69,-78.12,2020-07-16,test
auho,36.5597,-121.51,2018-04-26,train
aulp,41.047735,-81.00185,2017-08-03,test
aumk,35.87526958,-78.87992565,2020-12-10,train
aunk,34.4168,-119.544,2019-05-22,train
auoy,35.79,-79.03751488,2021-08-05,test
auqm,38.8121,-121.724,2015-07-07,train
aurz,35.86390284,-78.78895201,2015-02-11,train
auti,40.969888,-80.369248,2019-09-11,train
auts,41.80603,-77.19818,2021-08-30,train
auty,35.68242141,-79.20736974,2016-06-07,test
auuq,36.37,-78.85308097,2019-09-17,test
auuv,35.88545617,-78.96145394,2018-03-22,test
auvo,41.0491,-121.762,2019-02-19,train
auvw,37.5394,-121.122,2014-05-13,test
auvz,35.89784777,-79.06063012,2016-05-24,test
auwg,35.52,-79.08235142,2017-09-18,train
auwt,39.09599,-122.932,2017-06-19,train
avap,35.88471081,-78.95548846,2017-09-20,test
avas,42.052142,-78.876608,2013-08-19,train
avbb,37.9674,-121.464,2019-03-19,test
avdo,37.4972,-121.083,2018-01-09,train
avem,45.01082,-94.95729,2017-08-22,test
avfl,35.63693691,-79.29185226,2015-11-12,train
avhu,35.8,-79.03939337,2017-08-16,train
avib,36.055,-78.763,2014-07-02,train
avil,35.74,-79.02,2020-12-10,test
avkl,37.4956,-122.244,2018-01-08,train
avkn,35.89794094,-79.06137581,2016-05-24,train
avkx,35.84,-79.05931523,2020-05-19,train
avmy,35.66219425,-79.24493949,2019-09-04,test
avnf,36.03,-78.69350426,2021-03-10,train
avni,35.794,-79.01230359,2015-02-11,test
avnv,35.63837411,-79.28918283,2015-05-20,train
avof,36.3247,-119.079,2013-07-23,train
avot,39.16522,-96.91105,2016-09-12,train
avpm,37.29192,-95.4521,2021-07-06,train
avqi,36.7722,-121.787,2018-12-05,test
avrd,37.6106,-121.229,2019-05-14,train
avrn,35.90023914,-79.07976939,2017-04-18,train
avro,35.90561194,-79.12277059,2019-10-17,test
avsn,34.9414,-120.573,2021-01-29,train
avts,35.47745,-76.81692,2014-04-10,train
avup,38.0739,-121.212,2021-03-17,test
avvp,35.49939,-97.67806,2017-08-09,train
avwf,35.68282063,-79.20662823,2016-05-09,train
avxe,35.64500116,-79.27687379,2019-06-11,test
avxh,39.1766,-122.189,2015-07-22,train
avxm,39.16522,-96.91105,2017-07-17,train
avxu,39.07775,-96.9059,2016-07-18,train
avys,35.64949904,-79.26851946,2016-10-18,test
avzx,35.89595332,-79.04546785,2015-07-23,train
awab,35.48,-79.05807938,2021-05-20,train
awcd,37.1145,-120.89,2020-04-14,test
awco,35.794,-79.01121605,2014-09-22,test
awdc,35.70456483,-79.16624074,2019-09-29,train
awde,35.65639225,-79.25571608,2013-09-18,train
awdn,37.2486,-120.851,2016-08-09,train
awen,35.68308678,-79.20613389,2015-12-07,test
awfl,37.9495,-121.182,2019-06-18,train
awhc,35.794,-79.01828509,2016-05-09,train
awig,37.2764,-120.954,2014-01-14,test
awij,34.98149,-77.79618,2013-06-12,test
awis,35.6731595,-79.22457273,2021-06-17,train
awjf,35.86412024,-78.79069194,2015-05-06,test
awkt,41.501567,-72.224735,2019-08-27,train
awmf,37.4583,-120.967,2016-02-09,test
awmx,36.7605,-119.513,2013-09-16,train
awnc,35.64031698,-79.28557415,2021-12-02,train
awoa,46.27668,-88.06311,2017-06-20,test
awoe,35.794,-79.01180925,2014-12-30,train
awog,35.86921353,-78.83145609,2017-06-21,train
awoh,35.9065747,-79.13047601,2020-03-11,test
awos,44.22932,-121.9161,2017-07-31,test
awpd,38.307,-121.794,2015-07-28,train
awqn,35.64396319,-79.27880171,2019-10-17,train
awqw,35.79,-79.03449941,2020-10-22,train
awri,35.8585611,-78.74619937,2018-08-09,train
awrj,41.61917,-80.30083,2017-09-26,train
awsa,37.63238,-98.69257,2015-08-24,train
awts,39.03917524,-95.69083603,2018-10-23,test
awul,35.88191571,-78.93311789,2016-07-19,train
awuz,36.6519,-120.632,2016-02-02,train
awvk,35.976,-78.71761476,2013-09-11,train
awvt,36.17,-79.05244391,2018-07-12,test
awwn,33.8011,-117.205,2017-01-19,train
awxg,35.86023816,-78.75962171,2013-06-27,train
axaz,37.61429993,-97.62981051,2016-09-26,train
axbh,33.4742,-117.138,2017-09-14,train
axbl,35.74,-79.07983029,2017-07-27,train
axci,35.65649871,-79.25551835,2013-09-04,test
axct,35.86008287,-78.7583789,2013-06-27,test
axdf,37.8817,-121.249,2014-06-17,train
axeb,35.88418284,-78.95126291,2017-07-20,train
axgi,39.08031907,-86.43086667,2019-08-05,test
axhw,35.64607,-79.01837461,2016-05-25,train
axie,39.03917524,-95.69083603,2018-07-03,train
axkq,42.027378,-78.967089,2017-10-16,train
axlb,41.80433,-76.6642,2019-07-23,train
axml,35.8721018,-78.85457234,2019-05-16,train
axmp,35.69703287,-79.18023053,2015-06-22,test
axni,37.2639,-120.906,2021-02-24,test
axnl,35.6390927,-79.28784811,2014-11-25,test
axoz,37.9616,-122.339,2014-02-26,train
axpt,35.66951329,-79.23134517,2015-09-24,train
axqb,35.65782944,-79.25304665,2013-03-13,test
axqr,35.67560805,-79.22002481,2020-01-09,test
axru,36.20983,-76.72677,2016-07-20,train
axtg,37.4583,-120.967,2021-04-13,test
axux,34.6439,-120.43,2019-05-22,test
axvq,38.37080661,-98.79520846,2014-12-16,train
axwb,35.67249413,-79.22580858,2021-10-12,train
axyl,35.794,-79.0099802,2014-07-16,train
axyt,37.3041,-120.901,2014-05-13,train
axyv,41.702596,-85.022696,2021-07-19,train
axzj,36.33,-79.07315672,2018-05-15,test
axzm,35.6874782,-79.1979773,2021-05-24,train
ayam,40.03006,-77.2996,2019-08-28,train
aybc,36.42,-79.07725973,2019-09-18,train
aydg,37.515,-121.012,2013-02-12,train
aydk,35.64904659,-79.26935984,2017-02-14,test
ayds,36.6039,-119.467,2015-06-15,train
ayef,43.2247,-79.2719,2018-08-14,train
ayew,35.67419747,-79.22264481,2020-10-22,test
ayfi,35.13,-78.72159175,2019-07-23,train
ayfj,37.8717,-121.526,2018-08-21,train
ayfy,35.70150414,-79.17192563,2013-03-13,train
aygz,35.976,-78.74172526,2015-04-15,train
ayhg,35.71470502,-79.14740642,2016-08-31,train
ayhj,48.344033,-87.8225,2015-08-27,train
ayin,41.992305,-78.929219,2013-10-07,train
ayiz,40.41446,-76.10177,2020-10-14,test
ayjf,41.286751,-80.428082,2015-10-07,train
ayle,35.68574824,-79.2011905,2014-11-25,train
aylk,40.82113,-77.47226,2018-08-02,train
aymx,39.150576,-96.930349,2021-08-30,train
ayna,32.6092,-116.475,2014-05-08,train
ayne,35.74,-79.07814954,2017-06-20,train
aynw,35.98,-78.81778519,2020-01-28,test
aypd,36.8754,-121.561,2015-08-24,train
ayrn,35.9070716,-79.134453,2020-06-10,train
ayrq,41.33056,-75.0422,2020-08-26,train
ayrx,41.707665,-73.382964,2018-07-10,test
aysa,35.742,-79.20653594,2015-06-22,train
aysb,36.05,-76.68,2020-06-29,train
aysm,35.95,-79.242,2013-09-09,train
aysq,39.1766,-122.189,2019-05-21,test
aysy,36.17,-79.05204844,2018-05-17,train
aytj,44.05931364,-82.77038865,2017-04-02,test
ayuc,35.86449292,-78.79367469,2015-06-22,train
ayup,36.4184,-119.724,2018-06-18,train
ayvj,37.9674,-121.464,2016-12-16,train
ayyk,39.6375,-95.457,2019-10-14,train
ayze,40.064685,-76.900309,2018-06-20,train
ayzf,35.79,-79.02135,2017-02-14,train
ayzo,35.8786237,-78.90677033,2015-05-20,test
azal,34.4395,-119.854,2020-04-22,train
azaz,36.7962,-121.782,2020-09-29,train
azba,35.85716355,-78.73501409,2019-07-15,train
azcy,36.04,-79.08818462,2018-05-03,train
azde,37.42199569,-95.19710127,2021-09-20,train
azdp,47.513817,-87.545117,2019-08-21,train
azef,35.79,-79.03533979,2021-04-28,train
azet,37.2616,-120.906,2014-05-13,test
azfb,37.335,-122.064,2016-02-01,test
azfm,35.65506151,-79.25818778,2014-06-23,train
azgk,34.9414,-120.573,2016-04-19,train
azhl,35.66842208,-79.23337196,2016-05-24,train
azie,36.7254,-121.73,2014-04-30,train
azis,38.0455,-121.469,2017-02-28,train
azkl,37.6003,-121.224,2014-09-09,train
azkq,35.63983791,-79.28646396,2017-09-20,test
azlk,35.59,-78.94579455,2019-06-01,train
azln,41.309434,-80.461686,2015-09-01,train
azly,35.6840449,-79.20435427,2015-07-23,train
azmc,37.5582,-121.164,2014-10-14,train
azmp,41.300686,-80.75819,2015-06-24,train
azni,38.83044999,-75.24813333,2019-08-07,train
aznr,37.5394,-121.122,2017-05-09,train
azoa,37.2583,-120.475,2017-05-09,test
azoe,43.89903,-110.6734,2017-08-15,train
azoh,40.960309,-81.111037,2017-06-29,train
azqj,37.6003,-121.224,2014-05-13,train
azql,40.53035,-75.06953,2017-08-31,train
azru,31.70541,-91.3745,2017-09-05,train
azsd,37.4583,-120.967,2019-06-11,test
azsz,37.6399,-121.78,2020-08-11,test
azti,41.80484,-76.65894,2021-05-28,test
aztk,35.89020784,-78.99948391,2020-05-15,train
azub,35.86576624,-78.80386572,2015-09-24,train
azvc,37.7705,-121.292,2013-09-17,train
azvh,34.41,-78.3,2019-01-14,train
azvj,36.9893,-121.533,2017-12-13,test
azwc,36.9044,-121.75,2019-05-30,train
azwk,35.64550684,-79.27593455,2019-04-10,train
azwx,35.72061348,-79.1364321,2016-06-08,train
azxt,35.90092238,-79.08523775,2017-08-16,train
azyt,35.71646159,-79.14414379,2013-05-07,train
azza,33.4742,-117.138,2017-05-17,train
baag,39.78806,-78.65517,2020-09-14,train
baav,35.62476,-78.71140071,2016-06-22,test
babh,35.69362619,-79.18655807,2017-02-14,test
bacc,35.71241616,-79.15165774,2021-09-13,train
baeh,37.3204,-120.983,2021-08-10,train
baen,35.68225,-79.07802,2016-06-07,train
bagu,35.71095235,-79.1543766,2016-05-11,train
bajg,38.99724,-108.0512,2017-07-23,train
baky,37.6031,-121.132,2015-03-25,train
bals,35.2,-79.1044978,2018-07-25,train
bams,41.035813,-80.536034,2019-08-08,train
bane,44.96801534,-81.48620219,2017-08-09,train
banm,44.21011,-69.52274,2017-07-10,train
baoj,35.68146328,-79.20914936,2016-11-21,test
baop,35.62581197,-79.31251563,2016-06-07,test
baos,35.71707373,-79.14300681,2018-06-12,train
bapc,40.4189,-122.214,2015-05-20,test
bapf,39.21155,-97.00559,2013-06-24,train
bapo,39.97786,-80.0172,2019-08-05,test
bapu,38.8768,-94.70286,2014-08-05,test
barv,41.840833,-82.916667,2019-08-09,train
basj,35.435,-78.87967709,2014-08-12,train
basy,36.169,-79.07004238,2013-05-02,train
bato,41.38936,-85.83056,2017-07-06,train
batr,35.4265,-118.832,2020-04-08,train
bavg,36.7025,-121.709,2019-09-17,train
bavj,35.34,-79.04651185,2021-09-29,train
bavo,41.992305,-78.929219,2014-08-14,test
bawe,35.67119001,-79.22823084,2015-05-06,test
bawf,36.5,-79.06638427,2019-05-28,train
baxo,35.85887166,-78.74868499,2020-05-18,train
bayk,35.70264857,-79.16979998,2014-07-15,train
bazp,35.79,-79.03558696,2021-04-28,train
bbah,37.515,-121.012,2013-04-09,test
bbbc,35.71749956,-79.14221586,2019-06-01,train
bbbm,40.0306,-77.29905,2021-07-22,train
bbbp,40.51208,-90.14863,2017-08-09,train
bbbs,40.91027,-79.221386,2018-07-18,train
bbcs,39.03917524,-95.69083603,2018-05-10,train
bbct,39.40763,-99.44667,2019-07-08,test
bbcy,37.9631,-101.75919,2017-06-08,train
bbdt,40.27296,-80.13728,2021-08-10,train
bbed,35.69450447,-79.18492675,2016-07-19,train
bbfo,35.61,-78.94778304,2019-09-01,test
bbfy,47.46649,-116.6019,2017-08-04,test
bbgg,35.443,-78.87197167,2014-08-12,train
bbgp,36.4863,-121.47,2019-01-17,train
bbig,41.66553,-75.34247,2017-08-23,train
bbio,35.90197831,-79.09368885,2018-03-22,train
bbip,35.68268755,-79.2068754,2016-05-09,test
bbki,40.02583333,-85.30794444,2021-06-22,train
bblz,35.74,-79.07963256,2017-06-20,train
bbmf,48.62107,-113.1088,2017-09-04,train
bbms,38.31806,-96.99139,2019-06-03,train
bbov,35.64143479,-79.28349793,2021-05-24,train
bbpm,35.39,-80.08,2021-05-24,test
bbri,38.38889,-97.09306,2013-06-24,train
bbrp,39.1635,-122.916,2021-02-22,train
bbrr,35.71670112,-79.14369888,2018-08-22,train
bbsi,48.47916,-104.3491,2017-06-21,train
bbue,43.516667,-79.08,2018-08-14,train
bbur,41.70986917,-85.0363,2019-07-16,train
bbut,35.79,-79.02896282,2019-04-10,test
bbvf,35.870021,-78.8379187,2018-01-10,train
bbvs,38.9353,-121.408,2019-04-16,train
bbwo,35.64175417,-79.28290472,2021-03-17,train
bbws,35.65436,-79.01166344,2016-08-24,train
bbzd,35.794,-79.01433038,2015-06-22,test
bbzs,35.76,-79.1074144,2020-08-20,test
bcbl,36.3264,-119.354,2017-01-05,train
bccc,35.71856415,-79.14023851,2019-09-01,train
bccm,40.682492,-79.668053,2014-09-09,train
bcdh,36.3559,-119.279,2017-03-23,train
bcds,35.89,-78.88,2017-06-02,train
bcfd,37.2316,-120.876,2015-09-22,train
bcju,44.40766959,-83.25381518,2017-08-10,train
bcjw,35.64607,-79.0203631,2016-05-25,train
bckk,36.54,-79.06509899,2019-06-19,test
bckt,34.9414,-120.573,2015-04-27,train
bckw,36.42,-79.07716086,2019-08-28,train
bcln,39.99646,-79.23749,2021-07-13,test
bcng,35.75334,-97.86541,2017-09-11,train
bcnm,35.794,-79.004,2014-02-25,train
bcoz,41.840833,-82.916667,2014-04-23,train
bcpr,35.68606762,-79.20059729,2020-08-13,train
bcpw,35.89831362,-79.06435855,2016-07-19,test
bcqe,41.62212,-80.3046,2021-08-05,test
bcrk,38.0739,-121.212,2018-02-20,train
bcrx,35.83646,-78.9763,2014-11-25,train
bcsi,38.25605667,-86.77640306,2021-08-16,train
bctg,35.64992488,-79.26772852,2016-07-19,train
bcux,36.9425,-121.445,2018-09-26,train
bcvc,40.973742,-81.105274,2017-10-11,test
bcwb,35.87384097,-78.86849181,2020-03-11,train
bcxx,38.2361,-121.419,2016-10-18,test
bcym,41.388596,-80.750147,2019-09-17,train
bdbv,45.278333,-82.451667,2015-04-21,train
bdbx,38.3068,-121.693,2018-05-15,train
bddt,35.69732563,-79.17968676,2015-05-20,test
bdee,35.7192029,-79.1390521,2018-06-11,test
bder,37.0062,-120.6,2021-06-08,test
bdey,35.67039157,-79.22971386,2015-07-07,train
bdhx,35.68641361,-79.19995465,2021-11-08,train
bdis,37.6667,-120.898,2017-11-07,test
bdix,35.98,-78.78348365,2017-12-14,train
bdjp,35.64571976,-79.27553907,2019-02-19,train
bdma,38.04772,-97.20234,2021-09-27,train
bdmq,35.86421341,-78.79143763,2015-05-20,test
bdob,39.07775,-96.9059,2021-10-11,test
bdof,34.9576,-120.631,2015-04-27,train
bdoh,42.021242,-78.95833,2014-06-11,train
bdpx,35.17,-84.3,2019-07-23,test
bduj,35.63009694,-79.30455677,2015-12-07,train
bdvi,39.80534,-76.88722,2017-08-02,train
bdws,37.2764,-120.954,2016-11-01,test
bdxj,39.21155,-97.00559,2015-08-10,train
bdxv,35.70499066,-79.16544979,2017-06-28,train
bdxz,35.89598437,-79.04571641,2015-08-06,train
bdyp,35.63592555,-79.29373075,2016-06-21,test
bdzr,35.8,-79.03993714,2017-09-20,test
beac,36.8686,-120.182,2019-09-10,test
bebd,35.71560992,-79.14572567,2016-05-25,train
becp,41.170313,-80.736991,2019-09-11,test
becq,35.71395981,-79.14879057,2016-07-27,test
bedw,35.87452422,-78.87396017,2020-07-15,train
befg,41.806875,-77.197492,2018-06-14,test
begh,35.8860773,-78.96642518,2018-06-13,train
begp,35.64912644,-79.26921154,2017-01-24,train
begv,36.8698,-121.815,2021-12-13,train
begy,35.72511136,-79.12807777,2018-06-06,train
beiw,42.027378,-78.967089,2019-09-03,train
beix,35.9821,-119.047,2017-06-15,train
beko,35.64225985,-79.28196548,2020-09-24,train
belt,35.9035622,-79.10636551,2018-12-06,test
belz,36.346,-79.11270383,2019-09-10,train
bema,37.6031,-121.132,2015-04-01,train
bemf,35.62476,-78.71239496,2016-07-27,train
bemv,35.51,-79.09703329,2018-07-19,test
benw,42.024803,-78.964352,2013-09-24,train
beom,38.08838,-91.45204,2017-08-01,train
bepw,39.845,-95.376,2017-08-21,test
beqd,35.7054165,-79.16465885,2016-08-31,train
beqt,37.4363,-120.036,2019-07-09,train
berb,35.66541462,-79.23895799,2017-09-20,train
besc,35.87315773,-78.86302345,2019-10-17,test
besg,41.018167,-81.015172,2019-10-03,train
besp,34.942,-120.557,2014-02-28,test
besx,35.98,-78.77155268,2017-03-28,train
beta,35.71422596,-79.14829623,2016-05-11,test
bete,35.64973858,-79.26807456,2016-08-10,test
beuj,37.8189,-121.358,2015-02-09,test
bewh,38.133,-121.522,2016-04-19,train
bexa,35.84,-79.05995787,2020-06-04,test
bexl,33.5523,-117.777,2019-03-03,train
beyi,36.7723,-121.788,2015-08-26,train
beyq,38.9725,-94.67293,2017-07-24,train
beyu,35.65796251,-79.25279948,2013-02-12,test
bezh,35.87672924,-78.89160806,2021-10-12,test
bezn,37.3736,-121.933,2013-11-20,test
bfag,33.06712,-95.73801,2017-08-02,train
bfan,38.68088,-96.55693,2018-09-17,train
bfay,35.71018052,-79.15581019,2016-06-22,test
bfbd,35.87626339,-78.88787963,2021-08-05,train
bfbn,38.78199034,-85.69828611,2017-06-12,train
bfbs,39.75722,-85.41588,2017-07-28,train
bfcn,35.976,-78.75639041,2016-04-13,train
bfea,36.9425,-121.445,2013-12-10,train
bfes,39.82640667,-95.52873464,2014-10-27,train
