uid,region,severity,abundance
brwa,northeast,1,1.676013514
brwg,south,1,0.363
brwx,south,1,2.614
brxn,south,1,2.178
brzm,south,1,8.348
brzu,west,4,6652.5
bsaa,midwest,1,3.446
bsat,midwest,1,0.408012274
bscc,south,1,6.425
bsce,west,4,9280.0
bscq,south,1,3.131
bset,west,4,2761.277
bsgd,northeast,1,12.95442308
bshe,northeast,1,7.653920516
bsib,west,4,3622.0
bsin,northeast,1,8.741986301
bsir,northeast,2,42.9624
bsjr,northeast,5,46993.333
bsjx,west,4,5290.0
bskq,south,1,18.734
bsku,west,3,371.006
bslg,west,4,6820.0
bsmo,south,1,1.424999997
bsms,south,1,18.008
bsmv,south,3,137.966
bsog,south,1,16.374
bsps,northeast,1,0.614407655
bsrk,midwest,1,1.26
bstl,south,3,150.069
bstm,south,1,14.2
bstz,south,1,0.626
bsvb,midwest,1,0.408682124
bsvr,midwest,1,3.514648095
bsvy,south,2,20.464
bswf,west,4,4605.0
bswl,midwest,1,0.105868545
bsys,northeast,3,147.933
bszs,south,1,7.443
btam,south,1,2.178
btbf,west,4,4317.5
btbq,west,4,6400.0
btbs,south,1,17.292
btbu,west,3,825.70176
btde,west,4,7005.0
btib,west,4,3353.5
btjk,south,1,2.324
btkb,south,2,27.376
btkd,south,2,67.567
btlq,west,4,2227.211
btmd,west,4,2093.6945
btmy,south,3,552.35
bton,west,4,5257.5
btop,northeast,1,0.830789474
btor,south,3,404.701
btpy,south,1,15.653
btsb,midwest,2,20.178
btsg,south,1,16.136
btth,midwest,3,177.975
btuq,west,4,1439.138
btuw,south,2,33.039
btvc,south,3,231.347
btwo,west,4,2533.322
btye,west,4,3415.25
btyr,northeast,1,0.05183908
btyx,south,1,1.961
btzp,south,2,29.53
buag,south,3,721.782
buap,west,4,4932.5
budk,midwest,3,133.56
buft,south,1,1.452
bufz,west,4,1895.048
bugf,south,3,203.319
buha,northeast,3,163.2
buja,west,4,1719.197
bulc,west,4,5542.5
bunk,south,3,118.764
buol,midwest,3,193.095
bupj,west,4,4145.2895
bupq,west,4,6355.0
butn,south,2,32.676
butv,midwest,3,101.789
buuf,south,2,54.161
buus,west,4,3920.0
buux,west,2,29.0735
buvf,south,2,87.137
buvi,south,1,2.977
buwv,south,1,0.145
buwx,west,3,571.125
buyj,west,4,2498.4265
buzf,south,1,1.452
buzs,south,2,79.641
buzy,northeast,2,37.95387324
bvac,west,4,3402.5
bvbj,south,2,41.354
bvbo,south,2,88.003
bvcr,south,1,13.167
bvct,south,1,7.907
bvda,south,3,312.724
bvee,south,2,27.037
bveh,midwest,4,2492.91
bvfl,west,4,6250.0
bvho,south,2,38.122
bvhu,south,1,4.518
bvil,south,2,22.655
bvjb,midwest,1,3.279
bvjq,south,1,0.908
bvkq,south,3,100.086
bvlq,south,1,8.714
bvmr,west,4,6707.5
bvpd,south,1,0.363
bvst,south,1,0.377
bvsu,west,4,1700.0
bvtc,south,1,0.219
bvtv,midwest,1,0.546666667
bvxd,northeast,3,111.333
bvyn,west,4,5410.0
bvyx,midwest,1,0.121236559
bvzi,south,2,69.373
bwad,south,1,0.29
bwaj,south,1,1.452
bwao,midwest,1,14.33
bwcg,south,2,53.371
bwcx,west,4,1276.313
bwds,west,4,6014.5205
bwet,northeast,2,94.0
bwfd,south,3,361.078
bwhw,west,4,2888.0
bwjk,south,2,55.671
bwkc,south,1,0.544
bwkt,northeast,1,1.867
bwnw,west,4,5772.5
bwny,south,3,171.127
bwps,midwest,1,1.144670051
bwqa,south,1,2.35
bwqt,west,4,4728.203
bwqu,northeast,2,26.13669291
bwri,midwest,2,35.89446203
bwsk,west,4,5115.0
bwuo,south,1,2.324
bwuz,west,4,1358.5
bwxa,south,1,2.234
bwxg,midwest,4,1716.75
bwyb,midwest,3,449.202
bwyx,south,1,10.202
bwza,south,1,1.961
bxav,northeast,1,16.0
bxbu,midwest,1,3.465
bxbw,west,4,2182.5
bxdc,south,3,235.753
bxeq,west,4,1992.743
bxex,south,2,27.131
bxfk,west,3,940.8935
bxfp,west,4,8015.0
bxfu,south,1,0.436
bxgm,south,2,29.409
bxgy,midwest,3,422.1
bxkm,west,4,2425.546665
bxks,south,3,456.742
bxln,south,3,101.659
bxmo,south,2,83.506
bxnc,midwest,3,240.996
bxnn,west,4,3213.9305
bxow,south,1,2.234
bxpg,midwest,3,141.162
bxrg,west,2,25.817
bxsl,west,4,4785.7875
bxss,south,1,3.873
bxth,midwest,2,75.5652
bxtv,south,1,1.037
bxue,midwest,2,45.36
bxuz,midwest,2,56.3892
bxvn,south,2,41.0
bxya,midwest,2,31.185
bxyt,south,1,0.835
bxzb,south,1,7.945
byal,south,1,2.42
bybx,west,4,2761.277
bycy,west,3,591.0
byfe,south,2,47.303
byfh,midwest,1,0.299667774
byfj,south,1,2.941
byfz,northeast,1,3.645300752
byhg,south,1,14.087
byhu,west,4,6430.0
bykg,northeast,1,1.58239251
bykj,south,3,357.85
bykt,northeast,1,11.6
bylg,west,4,4350.0
bylw,west,4,3562.5
byns,south,1,10.166
byor,west,4,6314.1185
byos,south,1,0.29
byry,west,4,2900.75
byto,west,4,4770.0
bytv,south,1,0.282
byuf,west,4,4665.0
byxh,midwest,2,92.999
byxw,south,1,5.047
byzc,south,1,5.648
byzo,midwest,1,0.186841452
bzce,midwest,3,180.388
bzcl,south,1,1.413
bzcx,south,1,2.178
bzdl,south,2,51.737
bzjb,south,2,59.7889
bzjh,northeast,1,9.599857143
bzkh,south,1,0.565
bzkq,south,1,0.07
bzmq,west,4,2106.7205
bzmz,south,1,17.212
bznh,south,1,4.538
bznp,west,4,6732.5
bzov,south,1,13.071
bzpl,west,3,709.682
bzpt,midwest,1,1.179037556
bzqi,west,4,7100.0
bzqw,west,4,6157.5
bzsr,west,4,4885.0
bzsv,south,1,2.178
bzti,south,1,0.11
bztm,west,4,5890.0
bzwf,west,4,7172.5
bzxn,west,4,9202.5
bzxy,west,4,6347.5
bzzo,south,3,182.987
cabt,south,3,212.356
cacg,northeast,4,6009.333
cadb,south,2,27.143
caeb,south,3,292.876
cagn,south,1,4.42
cahs,west,1,0.370255574
caib,south,3,117.473
cajs,south,1,0.625
calq,south,2,98.612
camd,west,4,3027.5
canc,south,2,27.476
cany,south,1,0.581
capf,west,4,1613.5
capm,northeast,1,1.972092491
caqi,northeast,1,0.08229927
caqq,west,4,5652.5
carq,west,4,8270.0
cask,south,1,1.826
casl,south,2,86.403
caun,south,1,1.162
cawc,midwest,1,0.220144352
caxj,west,4,1690.25
cayg,south,1,1.38
cazd,west,4,1670.3495
cazk,south,4,1251.864
cbah,south,3,347.674
cbaw,west,4,6920.0
cbbk,northeast,4,1200.0
cbcy,south,1,1.525
cbdb,south,4,2079.937
cbeg,west,1,0.65
cbep,west,4,4220.189
cbgi,south,1,6.777
cbke,midwest,3,978.45
cbkl,south,3,688.38
cbmm,south,1,0.704
cbnk,midwest,3,885.15
cbpk,south,2,89.557
cbpq,midwest,2,75.598
cbpv,west,4,4137.5
cbsd,south,2,73.8757
cbsu,south,1,1.125
cbup,west,3,364.493
cbwv,south,1,4.221
cbzd,south,1,7.407
ccbq,midwest,3,289.17
ccbs,south,3,126.216
cccl,south,3,387.033
ccel,south,3,207.192
ccfk,south,1,5.809
ccfp,south,2,39.288
ccgw,south,1,1.722
ccia,south,4,1101.311
ccin,northeast,2,85.267
ccix,northeast,1,0.0
ccjz,south,1,0.683
cckp,south,1,5.779
ccmc,west,4,7880.0
ccof,west,4,5265.0
ccon,midwest,3,592.401
ccra,west,4,5627.5
ccrk,northeast,1,1.043981481
ccrp,south,1,1.992
ccsv,south,1,6.39
cctg,south,1,12.448
ccut,south,1,7.496
ccvv,south,1,4.321
cczi,south,1,1.49
cczl,west,4,1563.75
cdag,west,4,3515.0
cdbg,south,2,35.581
cddd,south,3,101.659
cddh,northeast,2,34.01291667
cdgg,south,1,0.871
cdhi,south,1,6.196
cdjo,south,1,0.83
cdkq,west,3,675.25
cdlh,south,1,1.66
cdmd,midwest,1,1.056383267
cdnf,south,3,389.695
cdov,west,3,242.873
cdpd,south,3,616.129
cdqt,midwest,3,139.9982
cdrl,south,2,24.035
cdst,south,1,10.018
cduc,south,1,5.895
cdwv,northeast,2,51.233
cdxy,south,2,50.83
cdye,northeast,1,0.473871554
cdyf,south,1,6.629
ceas,west,3,331.928
cebh,south,1,3.663
ceci,south,1,3.177
ceco,west,4,2038.334
cecw,midwest,1,0.179306344
cedy,midwest,4,1626.975
cega,south,1,0.645
cegm,south,1,1.263
cegw,northeast,3,314.290625
cejg,south,1,12.199
cejs,west,4,7310.0
cekf,south,1,6.213
cekl,south,1,1.743
cens,south,2,28.356
cepq,west,4,3007.25333
ceqj,south,1,2.191
ceri,midwest,3,126.0
ceyq,northeast,3,400.067
ceyz,south,1,18.692
cezr,northeast,3,373.3375651
cfac,south,3,762.446
cfam,south,1,2.905
cfbl,south,1,2.504
cfbp,south,1,0.29
cfby,west,4,1950.4085
cfcd,south,2,58.091
cfcp,south,3,458.436
cfds,northeast,2,99.56778607
cfdu,south,1,6.368
cfdy,west,4,6382.5
cfgc,northeast,2,62.95208333
cfgd,south,1,6.245
cfhs,midwest,2,26.056
cfkq,midwest,3,323.479
cfkz,midwest,3,211.365
cflf,south,2,23.479
cflw,south,1,9.077
cfms,west,4,6785.0
cfnj,south,1,0.968
cfpy,northeast,2,28.75966418
cfqd,south,1,18.153
cfqk,south,1,1.743
cfsq,south,1,5.337
cftj,west,3,670.604
cftt,south,3,662.723
cfuc,south,1,10.529
cfuz,south,2,35.581
cfvh,south,1,8.003
cfvu,south,1,0.363
cfwb,midwest,1,0.715873016
cfwq,west,4,1354.469
cfyw,south,1,4.599
cfzv,west,4,5517.5
cgaj,northeast,1,11.267
cgcf,south,1,3.268
cgdz,south,1,6.28
cgfz,south,1,4.357
cghv,south,3,137.24
cgik,south,1,0.254
cgja,south,1,5.635
cgjh,south,1,1.584
cgma,northeast,1,0.658394161
cgno,south,2,30.0442
cgpe,south,2,31.619
cgpp,west,3,894.75
cgry,south,2,62.557
cgrz,west,4,1776.625
cgsd,south,1,5.083
cguj,west,4,5820.0
cguu,south,1,15.843
cgzv,west,4,4587.5
chcf,south,1,0.581
chch,west,4,1533.5765
chcw,west,4,1585.6805
chdh,south,2,29.716
chds,midwest,3,366.345
chek,south,1,16.459
chep,midwest,3,317.52
chgg,south,3,126.612
chim,west,4,5857.5
chjz,midwest,3,322.875
chkf,south,2,48.409
chkh,midwest,1,0.112
chld,midwest,1,2.238
chmp,northeast,2,36.4338
chmr,south,1,5.009
chqb,west,4,2599.339995
chqn,south,1,1.294349776
chrg,northeast,1,0.420708955
chso,northeast,3,116.267
chtc,west,4,8217.5
chtr,south,1,3.994
chug,west,3,668.39
chup,west,4,5315.0
chva,west,4,1891.7915
chwm,midwest,3,255.996
chxt,south,1,9.682
chxv,south,3,139.661
chzo,south,1,9.367
cibj,south,2,49.194
cicr,west,2,59.4236
cigm,south,2,22.822
cigs,midwest,2,28.008
cijg,midwest,1,0.061950549
cijk,south,2,21.784
cikk,midwest,1,0.276707139
cilt,south,1,2.504
cima,west,4,7063.1135
cimh,northeast,4,3306.667
cimy,west,1,1.301653096
ciny,south,2,31.95
cioz,south,2,33.402
cipg,south,4,1916.28
cipt,west,4,5592.5
ciqn,south,2,46.473
cisn,south,1,1.742
citt,south,2,53.112
ciud,south,3,385.58
ciug,northeast,1,0.0
cius,west,4,8280.0
cixl,south,3,728.56
cjdh,south,1,5.809
cjez,west,4,3025.0535
cjip,south,1,5.809
cjjp,south,2,22.591
cjkx,south,1,7.1
cjmd,south,1,0.236
cjme,south,1,0.376
cjnr,west,1,0.202759005
cjpd,south,1,1.936
cjpx,west,1,8.9234
cjru,south,1,4.518
cjtc,west,2,23.478
cjtj,south,1,2.055302915
cjwo,west,3,498.0095
cjyr,midwest,3,985.95
cjzg,midwest,3,258.86
cjzt,south,2,37.055
cjzx,west,4,5158.061
ckau,midwest,1,3.465
ckbt,west,4,5096.69895
ckef,west,4,5725.0
ckif,northeast,1,18.09053221
ckja,south,1,3.631
ckjg,south,1,2.0
ckku,south,1,16.827
ckmi,south,1,4.922887324
ckmo,west,3,348.2105
ckpt,midwest,1,3.996
ckra,midwest,5,29383.2
cktl,south,1,0.047640845
cktr,west,4,5895.0
cktz,west,4,4430.0
ckve,west,4,3523.298
ckxf,west,4,6042.5
ckxv,south,1,5.809
ckxy,midwest,3,277.2
clbg,south,1,7.261
clcv,west,4,5472.5
clel,south,1,3.301
clex,south,1,1.002
clgc,south,1,4.294
clgx,south,1,0.762
clhl,south,1,5.126
clhx,northeast,5,54887.27846
cljo,south,1,5.751
clkk,south,2,87.137
clmh,northeast,4,2546.0
clmm,south,3,664.41
clnh,west,4,7987.9595
clnt,west,4,4247.5
clom,south,1,0.98
clpi,midwest,3,696.78
clpz,midwest,3,221.76
clqt,northeast,4,2417.77
clrd,west,1,17.61235288
clsi,west,4,5905.0
clsy,northeast,1,0.569283649
cltq,midwest,4,2882.583
cltt,northeast,1,0.0
cltv,west,4,4137.5
clvx,south,1,10.166
clws,south,1,15.287
clxr,northeast,1,0.217349398
clyp,midwest,3,548.117
cmbx,south,2,40.664
cmbz,midwest,3,142.065
cmcj,midwest,3,277.23
cmft,west,1,0.280336363
cmha,west,4,5262.5
cmnb,south,2,21.784
cmnw,south,1,7.091
cmqv,south,1,2.888868159
cmrs,midwest,2,47.00934307
cmst,west,4,2263.0325
cmsu,south,2,35.15999947
cmty,south,1,3.049
cmvl,midwest,3,163.186
cmvq,midwest,1,17.325
cmwd,south,2,48.797
cmxn,west,4,6535.0
cmxp,northeast,3,136.5074016
cmxy,south,2,67.012
cmyk,south,3,221.617
cmze,northeast,3,158.7924
cnbv,south,1,6.314
cncl,west,3,630.22892
cnct,midwest,1,0.351067769
cndf,midwest,1,2.205
cndg,south,1,1.144
cnei,midwest,4,1694.159
cngb,south,1,1.162
cngy,west,4,5250.0
cnhg,south,2,78.423
cnhq,south,1,0.327
cnhs,midwest,1,1.944830843
cnjy,south,1,0.073
cnlk,south,1,12.344
cnqa,midwest,2,52.933
cnqg,south,1,6.961
cnra,south,1,11.074
cnrg,west,4,6935.0
cnrk,west,4,2282.5715
cnsa,west,4,3617.7365
cnsl,northeast,2,30.80727941
cnsq,south,1,1.452
cnss,west,4,5180.0
cnsz,midwest,4,1197.0
cntm,west,2,36.649
cnug,west,4,5457.5
cnun,northeast,1,15.05450704
cnut,midwest,3,175.14
cnuz,south,1,7.745
cnvn,midwest,3,145.383
cnvw,west,4,2416.088
cnxj,south,2,30.304
cnyj,northeast,1,0.0
cnzt,west,3,880.25
cnzy,south,2,28.465
coao,south,1,0.264
cobg,south,1,18.008
cobk,south,1,0.073
coby,midwest,3,362.25
coci,south,3,231.784
coda,south,3,403.249
coes,west,3,262.23068
coez,south,3,164.252
cofk,northeast,3,533.333
cofr,northeast,1,8.0028
cofy,west,4,7482.5
cogr,south,1,0.654
cogu,south,1,6.777
cogx,south,1,6.887
coie,south,2,50.83
coje,south,2,72.904
cojx,midwest,1,15.207
cokv,northeast,1,0.345531341
colx,south,1,0.254
conf,south,2,34.927
conk,west,4,3943.3865
cont,west,1,0.0
coov,northeast,4,1026.667
copu,northeast,1,11.7936
coqt,west,4,5252.5
coqu,south,2,56.988
coqz,south,3,859.022
corg,south,1,2.379
cosw,west,4,2849.2025
cotf,south,2,65.353
cotx,south,3,502.004
couw,west,4,5387.5
cove,south,3,120.862
covp,west,3,478.75
covv,northeast,1,0.614749638
coyt,south,2,39.974
cozt,midwest,3,370.125
cpef,south,1,2.437837838
cpet,south,1,0.138
cpfb,midwest,2,54.833
cpiw,west,4,5902.5
cpji,northeast,2,24.0
cpke,south,3,505.248
cpkf,south,1,5.809
cpkh,west,4,2797.0985
cplc,west,1,0.119781617
cpmx,northeast,4,1235.52
cpnv,south,1,4.841
cpos,west,4,5135.0
cpqg,west,4,5760.5135
cpry,northeast,1,0.0
cpss,midwest,3,387.702
cpsz,west,4,5382.5
cptz,midwest,3,589.995
cpwb,west,4,2805.113333
cpwi,south,1,11.618
cpxb,west,4,2106.7205
cpxc,northeast,1,9.234082278
cpxk,west,4,1735.4795
cpxu,south,1,3.873
cpzk,south,1,10.202
cqae,south,2,78.786
cqap,south,1,0.112
cqby,west,4,5633.51
cqcs,west,4,5055.0
cqcy,south,2,71.545
cqdp,midwest,2,57.855
cqdz,midwest,3,242.8
cqew,south,1,7.261
cqfn,midwest,1,0.272958715
cqge,west,4,3324.6515
cqgm,south,1,5.164
cqhd,west,4,6447.635
cqif,south,1,0.83
cqka,south,1,19.364
cqkr,south,1,13.357
cqmn,midwest,1,5.08443996
cqmo,west,4,3958.25
cqmy,south,1,5.01
cqpl,south,1,3.05
cqrh,south,1,13.361
cqrj,south,1,12.707
cqsk,northeast,1,0.194396552
cqso,south,1,5.083
cqte,south,2,62.811
cqum,west,4,2135.93975
cqvi,south,1,10.935
cqvp,west,4,6487.5
cqwt,south,1,3.873
cqym,south,2,24.907
cqzg,south,2,26.867
crad,south,1,7.407
crak,west,4,4044.338
crbh,northeast,1,0.0
crcm,south,1,3.147
crcr,west,1,13.5833
crcs,west,4,4642.5
crcz,midwest,2,46.06
crdn,west,4,1592.1935
crel,west,4,3811.75
crfh,south,1,0.11
crgg,northeast,1,0.299492188
crgm,west,4,4817.5
crgq,midwest,1,0.804530303
crja,west,4,1220.9525
crkq,south,1,0.069
crli,midwest,1,18.229
crny,midwest,1,0.265969946
croa,midwest,1,0.304396406
croc,south,1,5.809
croo,west,4,7772.5
crop,south,1,14.741
crpk,south,1,18.262
crps,south,1,5.382
crqd,midwest,2,21.891
crqf,south,2,33.402
crrm,midwest,1,4.217137971
crrx,south,1,1.025
crub,west,4,6567.5
crvn,south,1,15.975
crzs,west,4,3977.5
csfk,south,1,0.908
csjp,northeast,1,7.759905288
csjz,west,4,7460.0
cslh,northeast,1,12.0042
cslq,south,1,5.265
csml,south,1,1.936
csna,midwest,1,1.072621082
csnn,south,2,41.286
cspc,south,1,5.281
csqv,south,3,301.493
csqx,south,1,0.775
cssb,south,3,348.443
cssf,west,4,6262.5
cssl,south,2,87.029
cssp,south,2,28.919
cstz,west,4,2074.0
csuw,west,4,2227.211
csuz,south,1,1.349
csvb,west,4,1504.268
csws,south,1,2.178
cswt,west,4,4862.5
cswv,west,4,2455.166
ctam,midwest,1,12.642
cteg,south,1,1.162
ctel,midwest,1,3.652727273
ctgf,northeast,2,37.933
ctgm,south,3,197.219
ctgr,south,1,4.469
ctij,south,1,10.788
ctjq,midwest,3,524.91
ctlx,northeast,2,69.7086
ctmo,south,1,0.501
ctoz,northeast,3,112.4440891
ctqf,south,3,416.32
ctsj,midwest,3,150.7091667
ctul,south,1,5.854
ctwn,south,1,3.389
ctye,west,4,5732.5
cuat,midwest,3,710.29
cube,south,2,53.976
cubh,south,1,19.461
cubi,south,1,10.547
cubk,west,4,7437.5
cucn,midwest,4,1149.75
cudh,northeast,3,500.0
cudx,south,3,250.5999985
cuej,south,1,0.1
cugn,west,3,322.75
cuiv,west,4,1725.71
cujm,south,1,10.29
cukg,west,4,4157.5
cukm,south,3,202.157
cuno,south,1,0.626
cupl,west,4,6992.5
cupv,south,2,26.547
cuqg,south,1,5.809
cuqo,south,1,6.898
curk,south,1,7.138
cusa,midwest,1,0.479787234
cutl,south,1,1.694
cutp,south,3,398.796
cuud,northeast,1,15.5844
cuul,south,1,0.387
cuvm,northeast,1,11.98371429
cuxm,south,1,6.2839
cuyx,midwest,3,720.09
cuzl,west,4,1096.6
cuzu,midwest,2,25.2
cvae,south,1,0.145
cvcw,south,1,0.762
cvdo,midwest,1,0.344826175
cvez,midwest,1,2.205
cvfc,west,4,7287.5
cvfj,south,1,8.461
cvfp,west,4,2326.693333
cvft,west,4,1660.58
cvfy,midwest,3,229.95
cvgg,west,4,1175.3615
cvgh,midwest,2,42.84
cvhj,south,1,11.295
cvjn,south,3,184.681
cvkq,south,1,0.125
cvls,midwest,2,95.5
cvmi,south,1,1.597
cvpa,south,3,110.629
cvqx,west,4,4451.4005
cvra,west,2,27.41019049
cvsw,west,1,14.63658024
cvuf,midwest,2,55.125
cvuu,south,3,504.91
cvve,midwest,2,64.259
cvvh,west,4,1515.159998
cvwy,south,1,0.436
cvxo,south,2,56.18
cvyw,south,1,7.879
cwcb,south,3,104.404
cwck,west,4,6097.5
cwcy,south,1,1.452
cweu,south,2,44.294
cwev,south,2,50.83
cwfq,south,1,2.641
cwgi,south,3,948.338
cwgq,south,1,5.809
cwjx,west,4,1051.6145
cwkl,south,2,70.096
cwmb,south,1,4.357
cwnc,south,3,633.852
cwnf,west,4,1059.63
cwqt,midwest,2,84.42
cwrw,midwest,1,8.320958831
cwrx,south,1,19.364
cwsd,west,4,6870.0
cwtc,midwest,1,10.71
cwtt,south,3,498.615
cwuc,south,1,0.622
cwuk,west,4,7330.0
cwup,midwest,1,5.621715404
cwwt,south,3,138.511
cwxf,south,2,44.537
cxap,west,4,7595.0
cxau,midwest,3,172.648
cxav,south,2,21.784
cxbl,west,4,5420.0
cxbq,west,4,2125.25
cxdc,south,2,36.307
cxdj,south,2,27.956
cxfc,south,2,45.989
cxfl,midwest,3,265.502
cxfo,west,4,1100.462
cxga,west,4,1852.7135
cxgy,midwest,1,0.178083696
cxjr,south,3,169.709
cxks,west,4,2116.49
cxmp,northeast,3,464.0
cxmw,south,2,93.962
cxnq,west,4,1126.514
cxny,south,1,0.253
cxoh,west,4,5050.0
cxpf,south,1,4.383
cxpp,west,1,7.1585
cxsd,midwest,1,1.575
cxss,south,1,3.061
cxxn,west,4,1683.3755
cxyn,south,1,5.083
cxyr,west,4,5486.9675
cyan,south,1,2.766
cybb,west,4,3353.96
cybx,south,1,1.271
cyem,west,4,3567.25
cyfb,south,3,854.014
cyfg,south,3,111.825
cygh,west,4,2342.5
cygr,west,4,3197.5
cykf,south,1,0.157
cymk,south,1,13.877
cyou,midwest,1,0.146
cyrx,south,2,82.78
cysg,south,1,7.552
cysw,northeast,1,0.0
cytg,west,4,1906.34408
cytr,south,4,6057.452
cytx,midwest,2,70.781
cywf,northeast,1,0.0
cywg,south,2,56.311
cywk,west,3,601.5
cyyl,west,4,5962.5
cyza,west,4,1932.79975
cyze,south,1,0.581
czaj,south,1,8.895
czdf,south,2,44.382
czdj,west,4,4940.0
czdo,south,3,147.527
czdv,northeast,1,0.01894958
czdy,south,3,334.024
czfr,west,4,1170.7
czgq,midwest,3,965.829
czgw,south,1,2.178
czhx,south,1,2.392
czka,south,2,22.873
czlf,west,4,4810.0
czlr,south,1,13.521
czmb,south,1,2.178
czmm,south,2,31.224
czoi,midwest,3,338.625
czol,south,1,12.909
czqq,south,1,1.253
czsy,south,3,509.497
czts,midwest,1,1.380993755
czvo,south,2,45.285
czvp,south,2,24.095
czxj,south,1,7.261
czxp,midwest,1,0.0
czxu,west,4,2761.277
daad,midwest,1,0.160139841
dacc,south,2,57.665
dacs,west,4,4975.0
dact,south,1,4.357
dadc,south,1,11.618
dadr,west,4,6692.5
daej,midwest,2,95.445
daeq,south,2,20.108
dage,midwest,1,0.134
dagq,south,1,10.957
dakc,south,1,0.145
dalj,midwest,1,1.525726725
danb,midwest,3,435.819
daoa,west,4,4365.0
daov,west,4,5115.0
daow,west,4,7055.0
daps,south,1,0.83
dapt,midwest,4,1042.65
dary,south,2,34.673
dasz,south,1,5.635
daxo,west,4,6362.0
dazb,midwest,2,71.97323941
dazf,south,2,31.95
dbab,south,1,4.841
dbay,south,2,32.434
dbbm,south,1,4.793
dbbn,south,1,1.198
dbci,west,4,4365.0
dbcl,south,1,7.198
dbdd,west,4,2631.017
dbed,south,1,8.714
dber,south,1,1.779
dbfh,south,1,3.195
dbhp,south,1,0.726
dbjf,midwest,4,1226.894
dbjg,south,1,1.017
dbly,midwest,3,270.575
dbmn,south,1,16.404
dbms,south,1,15.447
dbnd,midwest,2,63.315
dbob,south,1,2.178
dbov,south,1,11.618
dbpe,northeast,1,1.017028466
dbrn,south,3,197.51
dbsi,south,3,251.971
dbsl,midwest,2,61.74
dbtp,south,1,1.234
dbts,south,2,80.359
dbtx,midwest,1,3.203321709
dbuw,west,4,1243.748
dbuy,west,4,5930.0
dbvn,midwest,4,1581.3
dbvq,midwest,2,87.515
dbwf,south,1,3.599
dbwj,midwest,4,1204.875
dbwk,south,1,0.036
dbxc,west,4,1864.5
dccc,south,1,7.232
dcdm,south,1,4.974
dcil,northeast,2,79.02707819
dcim,south,3,325.31
dcjm,northeast,1,19.69177171
dcnk,west,4,6115.472
dcpd,northeast,2,23.7978
dcqj,west,4,4089.929
dcrv,south,3,319.985
dcxg,midwest,2,53.7336494
dcys,south,1,1.089
dcyz,south,2,20.036
ddac,west,4,4860.0
ddaf,south,1,7.261
ddbh,south,2,27.768
ddbr,midwest,3,751.886
dddl,midwest,2,43.155
ddex,south,1,0.581
ddgf,west,3,737.75
ddgx,south,2,27.739
ddha,south,3,325.31
ddip,south,1,0.145
ddjn,west,4,4805.0
ddjv,west,3,104.639
ddkm,northeast,3,222.8148
ddna,south,3,605.6
ddoi,south,3,289.584
ddoy,south,1,6.172
ddpv,south,1,4.988
ddql,west,5,11735.5
ddqo,northeast,2,66.4
ddrc,west,4,4762.5
ddry,south,3,179.6918
dduc,west,4,6042.5
ddwo,south,1,1.017
ddww,south,3,498.615
ddzj,midwest,1,7.924
ddzs,south,3,161.106
deaj,south,4,1331.739
decm,northeast,2,65.067
decr,south,1,18.268
decw,south,3,101.659
deda,south,1,0.631
dedb,west,4,1663.8365
dedv,northeast,1,1.267
deei,west,4,4100.0
defi,south,1,1.614
defk,south,1,4.162
defq,west,2,52.94
defz,midwest,3,384.128
degp,midwest,3,242.56
degz,west,4,6290.0
dehw,south,2,30.14999962
deib,south,3,254.201
deig,midwest,1,0.313718643
deki,south,1,14.523
dekw,midwest,3,803.25
deoz,west,4,5800.0
depu,south,1,1.743
derv,west,3,986.4845
desc,south,1,1.67
dese,south,1,0.454
dety,west,4,6020.0
devg,west,4,1745.75
dexc,south,2,29.046
dexe,south,1,7.676
dexx,south,1,0.793
deyf,south,1,0.073
deyh,west,4,4086.6725
dezc,south,1,0.726
dfaa,south,1,7.745
dfbj,south,1,9.282
dfbk,west,4,6652.5
dfce,south,1,1.669
dfck,midwest,1,0.170253937
dfcq,south,1,10.298
dfdb,south,2,31.95
dfdd,south,1,10.166
dfdn,south,1,2.033
dffh,midwest,1,1.016960784
dfgk,south,3,204.771
dfhm,northeast,1,12.667
dfil,northeast,3,104.4133333
dfjg,south,3,148.805
dflc,west,4,5040.0
dfnh,south,1,12.982
dfns,south,2,21.946
dfpz,south,1,10.103
dfqs,south,1,9.621
dfsa,northeast,1,0.0
dfsj,south,2,26.999
dfso,south,1,3.268
dfxc,south,1,14.314
dfxn,south,3,264.315
dgai,midwest,1,3.714670468
dgax,south,1,10.529
dgba,west,4,6305.0
dgbq,west,4,6292.5
dgcm,west,4,3744.74
dgcq,west,2,68.4152
dgcu,south,1,0.645
dggm,south,1,3.578
dghv,south,1,3.873
dgif,south,3,632.709
dgih,south,1,3.812
dgje,midwest,2,29.029
dglj,northeast,1,4.781025498
dglr,west,4,4141.62711
dgmf,west,4,3847.5
dgos,midwest,1,16.065
dgrq,south,1,2.759
dgsx,south,1,1.584
dgvl,northeast,1,0.231282051
dgyo,west,4,3835.64
dgzo,west,4,5880.0
dhaq,south,2,37.759
dhbd,midwest,3,531.62
dhfj,west,4,7862.5
dhih,west,4,6845.0
dhlb,midwest,1,10.56902805
dhle,midwest,1,0.755865922
dhmh,south,2,46.473
dhpg,northeast,1,0.398507465
dhpv,west,2,46.10324
dhpz,west,4,1849.48
dhrc,south,1,19.364
dhrw,south,1,0.703
